lis-stage.agron.iastate.edu,27.1260,262
192.168.123.64,27.1238,210
spruce.plantphys.umu.se:8105,27.0000,176
urgi193,26.9417,120
solgenomics.net,26.9022,122359
yun-wu.com:8000,26.8264,144
133.26.84.46,26.7412,2767
hardwoodgenomics.org,26.6204,216
mandolin.caltech.edu,26.3079,1413
fcgr.memphis.edu,26.2656,689
webapollo.vectorbase.org,26.1908,4146
134.192.156.78:8080,26.0000,141
stripedbass.animalgenome.org,26.0000,180
143.248.152.124,26.0000,110
localhost:8888,25.9941,1189
geisha.arizona.edu,25.9591,17201
als2077-unix1.science.oregonstate.edu,25.9052,306
123.136.65.117,25.8901,455
www.solgenomics.net,25.5220,797
jjwanglab.org,25.4037,431
192.168.20.39,25.1385,195
myers.bioinformatics.nl,24.9658,1899
bipaa.genouest.org,24.8811,10213
cloud-51-103.hpc.okstate.edu,24.6757,148
www.sgn.cornell.edu,24.5922,6057
asparagus.uga.edu,24.4774,641
www.hardwoodgenomics.org,24.3792,1068
150.164.24.16:8888,24.3642,508
petunia-webapollo.sgn.cornell.edu,24.3278,421
127.0.0.1:8000,24.3275,171
sysbio.informatics.iupui.edu,24.1727,110
lithium.kaust.edu.sa,24.1241,685
10.235.225.248:8080,23.9811,795
annotation-prod.scilifelab.se:8080,23.8934,5216
ziggy.dbi.udel.edu,23.6241,790
10.114.143.20,23.3838,680
10.11.210.89:8080,23.3077,117
legumeinfo.org,23.2890,706
fungalgenomics.science.uu.nl,23.2353,102
nfingb.fli-leibniz.de,23.1879,149
10.42.0.1:8050,23.1634,1346
10.4.4.76,22.9896,192
bicresources.jcbose.ac.in,22.8467,463
10.75.119.196,22.8231,260
chlamy.abudhabi.nyu.edu,22.6429,168
solgenomics.wur.nl,22.2746,1435
www.picb.ac.cn,22.2416,712
functionaldb.genome.ulaval.ca,22.0408,196
hank.bio.ed.ac.uk,21.9360,250
133.48.62.140,21.7258,2097
sjcchadoweb01.driscolls.com,21.7069,464
cgrd.iwhgao.com,21.6417,1147
138.23.56.103,21.4416,197
binf1.memphis.edu,21.4055,328
141.244.40.218:10005,21.4010,960
bils-web.imbim.uu.se,21.0432,7565
192.168.101.82,21.0293,273
61.50.130.101:17436,20.9697,132
genomebrowser.picme.at,20.9261,176
10.71.224.80:8080,20.4294,361
aspgd.broadinstitute.org,20.1983,2879
nioo0025.nioo.int,20.1786,112
ftp.solgenomics.net,20.0754,199
54.85.2.5,20.0677,266
202.97.205.69:82,19.8111,397
localhost:8081,19.6146,493
catm.nibb.ac.jp,19.5586,145
202.118.212.43,19.5231,130
solgenomics.com,19.2483,145
denovo.cnag.cat,19.2272,1593
133.6.126.90,19.0066,762
152.83.212.32,18.9917,120
172.20.157.142:8080,18.9695,131
www.medswine.net,18.6536,179
141.244.140.174,18.4409,254
dev.banana-genome.cirad.fr,18.2333,570
10.0.2.15,18.1567,300
rhesus.amu.edu.pl,18.0722,665
ramularia.org,18.0063,158
130.56.248.230:8080,17.9254,536
rd-jbrowseqa.app.pmi,17.8580,169
127.0.0.1:5000,17.6788,193
192.168.1.188,17.4699,166
160.36.205.61:8080,17.4320,206
bionoob.com,17.4145,275
172.16.0.171:8080,17.3358,265
peanutbase-stage.agron.iastate.edu,17.2871,202
peanutbase.org,17.2206,911
141.244.140.101,17.1805,338
127.0.0.1:3000,17.1287,101
camel.hutton.ac.uk,17.1053,114
sgn-test.sgn.cornell.edu,17.0607,428
141.244.40.209:10005,17.0479,1502
marmoset-genome.xcoo.jp,16.9375,128
dnamethylome.org,16.7300,848
gbrowse.bcid.ca,16.6395,380
129.130.90.211,16.4794,340
dev.rosaceae.org,16.4341,129
dictybase.org,16.3147,251
bioinformatics.sandia.gov,16.2754,138
133.11.2.41:8080,16.2457,175
silkbase.ab.a.u-tokyo.ac.jp,16.0040,501
maize.jcvi.org,16.0000,243
10.114.143.21,16.0000,201
dev2.cassava-genome.cirad.fr,15.8850,626
inb.bsc.es,15.8297,464
betula.biosci.helsinki.fi:8080,15.8009,3480
ngs.molgenrug.nl,15.5427,293
rcshige3.nig.ac.jp,15.5343,350
nutcase.biosci.ki.se,15.4898,147
134.192.156.46,15.4764,573
marmome-dev,15.3618,340
bcaballi-curation.igs.umaryland.edu,15.3590,766
mtb.wadsworth.org,15.2804,214
tauber1.haifa.ac.il:3000,15.1667,150
bio-dev.local,15.1422,464
agripestbase.org:8080,15.0000,309
jbrowse.wadsworth.org,14.9416,257
apollo.koalagenome.org,14.9330,209
gb.csdb.cn,14.7984,759
symcent.nibb.ac.jp:8080,14.7941,238
10.114.138.223,14.7857,140
gensas2.bioinfo.wsu.edu:8080,14.7665,1122
gmod2.sb-roscoff.fr,14.6928,166
10.145.28.203,14.6423,137
www.pristionchus.org,14.5968,692
tools.genxpro.net,14.5450,1134
webapollo-dev:8080,14.4657,204
192.168.137.127,14.3317,202
diamond.tuebingen.mpg.de,14.3212,937
citrusgreening.org,14.2857,140
ginsengdb.snu.ac.kr,14.1252,559
macbook5.local:8820,14.0511,137
megraw.cgrb.oregonstate.edu,14.0282,142
90.0.0.213,14.0237,1310
www.termitegenome.org:8080,14.0000,172
129.100.19.193,14.0000,145
tetrahymena.jcvi.org,14.0000,105
134.192.156.42,14.0000,143
dev.cassava-genome.cirad.fr,13.9875,240
agbioinfo.utk.edu:8080,13.9308,130
asrp.danforthcenter.org,13.8281,698
nicotiana-webapollo.sgn.cornell.edu,13.7910,244
jbrowse.ncgas.indiana.edu,13.5774,168
crdd.osdd.net,13.4853,307
10.6.0.75:8008,13.4300,293
jbrowse.fungalgenomes.org,13.3679,212
besc-portal.ornl.gov,13.3636,286
210.51.17.102,13.3381,278
www.bioinformatics.nl,13.3348,902
bioinfo.life.hust.edu.cn,13.2273,198
jbrowse.igs.umaryland.edu,13.2204,186
thines-lab.senckenberg.de,13.1405,185
172.16.1.164,13.0341,352
140.109.28.111:61211,12.8308,266
77.235.253.122:8084,12.7838,185
10.0.0.253,12.7784,334
cbsuss05.tc.cornell.edu,12.7514,177
cosmic.staging.sanger.ac.uk,12.6762,315
jbrowse.insilicogen.com,12.6692,263
192.168.1.114,12.6633,398
nb7-cosmic.sandbox.sanger.ac.uk,12.4241,158
192.168.5.102:81,12.4118,153
124.17.27.143,12.3701,127
192.168.7.11,12.3486,588
webblast.ipk-gatersleben.de,12.3259,359
genomics.usal.es,12.2947,1174
150.164.24.106:8080,12.2917,120
dmb-cosmic.sandbox.sanger.ac.uk,12.2305,1449
www.chogenome.org,12.1779,1428
grch37-cancer.sanger.ac.uk,12.0019,22862
salmonella.wadsworth.org,12.0000,114
biocc.hrbmu.edu.cn:82,11.9660,3617
dubcovskylab.ucdavis.edu,11.8566,7160
192.168.1.7,11.7471,340
172.20.20.222,11.7087,103
www.medswine.net:8000,11.6325,117
138.253.198.227,11.5537,121
www.phgenome.org,11.5357,140
srv00.ibbe.cnr.it,11.4730,222
152.1.135.201,11.3652,115
cancer.sanger.ac.uk,11.2881,581462
biobox:90,11.2826,414
peach.fafu.edu.cn,11.2807,171
kona.nhgri.nih.gov,11.2273,242
lancelot.otago.ac.nz:9080,11.2230,139
sohi.ecology.kyoto-u.ac.jp,11.1767,249
pg6-cosmic.sandbox.sanger.ac.uk,11.0455,132
research.nhgri.nih.gov,11.0000,703
spruce.plantphys.umu.se:8102,11.0000,453
www.bowhead-whale.org,11.0000,1896
medicinalplantgenomics.msu.edu,11.0000,3131
microbial.biomax.de:8820,10.9828,233
www.echinobase.org,10.9799,12352
gensas2.bioinfo.wsu.edu,10.9660,441
dev.palm-comparomics.southgreen.fr,10.8220,309
122.205.95.122,10.7748,111
v22.popgenie.org,10.7198,596
jbrowse.big.ac.cn,10.6467,552
webapollo.science.uu.nl,10.5731,1183
mmb.irbbarcelona.org,10.5731,260
www.chenlianfu.com:8080,10.5395,645
202.97.205.69:84,10.3963,699
jbrowse-dev.jcvi.org,10.3307,127
beta.burkholderia.com,10.2825,269
10.211.55.6:8080,10.0726,234
192.168.99.109,10.0141,142
zhoulab5.rccc.ou.edu,10.0000,114
ecse001001bd.epam.com:81,10.0000,407
crispr.technology,9.9719,2207
modem.hzau.edu.cn,9.9705,271
www.jbrowse.br,9.9404,218
localhost:10123,9.8374,123
bcrf-chlorella.unl.edu,9.8333,222
csbl.bmb.uga.edu,9.7960,8166
shoofly.bdgp.berkeley.edu,9.7213,854
chogenome.org,9.5852,270
smegmatis.wadsworth.org,9.5349,258
george.missouri.edu,9.3310,284
133.6.126.87,9.3235,204
gensas.bioinfo.wsu.edu:8080,9.2773,916
tomato-webapollo.sgn.cornell.edu,9.2055,253
edgeset.lanl.gov,9.1828,186
microbial.biomax.de:8045,9.1758,273
bioinfo5.ugr.es,9.0916,699
www.homd.org,9.0800,2411
192.168.1.137,9.0000,865
192.168.1.126,8.9880,832
www.pseudomonas.com,8.9325,489
129.206.53.229,8.9202,163
knowpulse.usask.ca,8.9198,349
whiteflygenomics.org,8.8653,2969
192.168.191.123,8.8414,145
seabassgb-dev.sanbi.ac.za,8.7176,170
epigenomics.fleming.gr,8.6232,897
plantgenomics.snu.ac.kr,8.6216,1110
10.35.229.180,8.6074,433
192.168.1.115,8.5797,138
marinegenomics.oist.jp,8.5761,1406
10.176.253.77,8.5705,312
192.168.1.230,8.5229,109
192.168.1.101,8.3346,529
devvirt89,8.2864,206
beta.pseudomonas.com,8.2605,618
weatherby.genetics.utah.edu,8.2497,761
acedb:8080,8.2357,157
server1.pgb.liv.ac.uk:8080,8.2302,139
dnasubway.iplantcollaborative.org,8.2266,203
10.235.225.246:8080,8.1553,103
banana-genome-trav.cirad.fr,8.0826,109
bdg.hfut.edu.cn,8.0735,272
163.9.71.34,8.0735,245
codon.genomics.purdue.edu,8.0000,603
10.0.1.50,8.0000,163
172.26.27.13:8084,8.0000,712
41.204.190.30:8084,8.0000,113
scripts-dev.jcvi.org,7.9868,984
dev.pseudomonas.com,7.7734,128
52.89.26.77,7.7457,173
seven:8080,7.7257,237
moffittdev2.pieriandx.com,7.6959,1062
th89-128.cropsci.uiuc.edu,7.6769,260
www.bioinfo.tsinghua.edu.cn,7.6538,104
apollo.nematodegenomes.org,7.6516,907
140.123.104.107,7.6090,266
analysis.archerdx.com,7.5805,3366
genomes.chemie.uni-greifswald.de:8080,7.5327,306
bioinfo.nefu.edu.cn,7.5096,104
www.patric.local:3000,7.4075,346
archer.dev.enzymatics.com,7.3418,708
wren.bcf.ku.edu,7.3077,169
im-crop.snu.ac.kr,7.2765,405
tools.psc.riken.jp,7.2525,305
epigen-test-1.discovery.wisc.edu,7.2519,135
thaney-curation.igs.umaryland.edu,7.2143,112
192.168.50.155,7.1967,122
palm-genome.cirad.fr,7.1937,222
192.168.50.147,7.1919,172
bang,7.1631,2795
chimayo:8010,7.1614,446
192.168.50.157,7.1415,106
jbrowse111.tgac.ac.uk,7.1195,251
bang.enz.local,7.1142,508
archeranalysis-prod,7.1065,216
s-az-archer,7.0918,316
assest.maze.co.jp,7.0874,309
192.168.5.57,7.0817,563
adenine.bradley.edu,7.0765,183
archer.archerdx.com,7.0739,812
10.35.229.18,7.0730,918
pichiagenome.boku.ac.at,7.0723,1175
taurus.mskcc.org,7.0684,117
archer.enzymatics.com,7.0347,2245
www.genome.arizona.edu,7.0000,999
10.20.52.131,7.0000,116
10.22.55.161,7.0000,164
serverarch01,7.0000,102
mmodev2:8080,7.0000,203
plmine.mpi-cbg.de:8088,6.9775,4315
archer,6.9758,124
mandolin.caltech.edu:8080,6.9741,1196
10.74.106.1,6.9709,172
bioinf.xmu.edu.cn,6.8671,143
webapollo.bioinformatics.csiro.au,6.8556,1496
cap.ensemblgenomes.org,6.8485,2310
mint.dna.affrc.go.jp,6.8429,140
54.186.201.182,6.7629,194
compute2.bioinfo.wsu.edu,6.7183,142
genom.litbang.pertanian.go.id,6.7000,110
150.254.121.200,6.6890,344
seabassgb.sanbi.ac.za,6.6541,847
172.16.1.36,6.5981,642
gensas.bioinfo.wsu.edu,6.5780,564
141.244.40.219:10005,6.5714,119
192.168.1.37,6.5684,424
localhost:9898,6.5263,190
192.168.56.101,6.4965,2864
archer.preview.archerdx.com,6.4379,169
localhost:88,6.3736,273
134.99.200.47,6.3318,217
bioinfolab.miamioh.edu,6.2857,273
assay.archerdx.com,6.2393,280
www.myjbrowse.com,6.2067,179
scicomp-pc-1-10gb:8088,6.1599,769
lexicondev.phibred.com:8083,6.0828,169
10.230.9.182,6.0594,202
assembly.ab.wurnet.nl,6.0368,136
10.0.0.19:8080,6.0263,114
10.11.210.108:8085,6.0000,151
10.11.210.63:8085,6.0000,122
localhost:8085,5.9961,1019
10.10.213.57,5.9916,119
planmine-test.mpi-cbg.de:8088,5.8153,888
vbioinfoval,5.8000,170
vollbrechtlab.org,5.7700,387
scicomp-pc-1-1:8088,5.7629,194
localhost:8090,5.7068,1286
160.36.207.15:8888,5.6993,296
bmi.xmu.edu.cn,5.4681,141
127.0.0.1:8080,5.4222,270
ijgvd.megabank.tohoku.ac.jp,5.3842,1947
10.0.4.69,5.3291,158
www.iomics.in,5.3148,108
bugbite.ingm.ad,5.3103,667
aura.science.unitn.it,5.2238,3083
140.120.203.44,5.2163,9820
10.128.48.24:8080,5.1612,242
rpcazy.afmb.univ-mrs.fr,5.0812,234
cazy208.afmb.local,5.0488,1066
192.168.100.62,5.0321,156
ec2-54-193-41-226.us-west-1.compute.amazonaws.com,5.0000,264
ec2-54-183-226-37.us-west-1.compute.amazonaws.com,5.0000,1205
ec2-54-193-74-199.us-west-1.compute.amazonaws.com,5.0000,243
ec2-54-193-40-41.us-west-1.compute.amazonaws.com,5.0000,4377
url,5.0000,3126
test.apps.lifetechnologies.com,5.0000,951
brd.isisph.com,5.0000,144
10.55.60.10,5.0000,416
test.apps.thermofisher.com,5.0000,304
localhost:8301,5.0000,200
planmine.mpi-cbg.de:8088,4.9868,1975
epigen-zhong.discovery.wisc.edu,4.9345,275
bioinfor.org,4.8786,387
hiv-dev.lanl.gov:8081,4.8627,102
192.168.3.6,4.8514,148
dev.palm-genome.cirad.fr,4.8484,277
pseudo.brinkman.mbb.sfu.ca,4.7731,216
patricbrc.org,4.7715,4363
birdbeta.isisph.com,4.7273,341
cloud-75.genouest.org,4.4750,120
bce.bioetanol.cnpem.br:8080,4.4649,114
www.cazy.org,4.4464,392
202.116.74.52,4.3219,233
scps-web1,4.3005,193
172.17.0.1:8080,4.2985,134
137.189.43.36,4.2802,182
10.4.4.74,4.2116,189
ic4r.org,4.0837,227
demo3dev.pieriandx.com,4.0660,212
lifs001.ust.hk,4.0591,186
aiptasia.reefgenomics.org,4.0510,431
moffittdev3.pieriandx.com,4.0488,389
institutiona2.pieriandx.com,4.0388,129
www.plabipd.de,4.0172,232
192.168.2.17:8080,4.0000,334
gryc.inra.fr,4.0000,8243
ep.dbcls.jp,4.0000,978
54.199.148.45,4.0000,229
localhost:3080,4.0000,451
pathogenseq.lshtm.ac.uk,4.0000,1348
goblin2.medisapiens.com,4.0000,541
jbrowse.sviridis.org,4.0000,205
138.102.92.3,4.0000,406
jbrowse.gcbi.com.cn,4.0000,1281
retrogenedb.amu.edu.pl,4.0000,914
togogenome.org,4.0000,534
www.naked-mole-rat.org,3.9287,603
localhost:84,3.8950,743
cloud.life.tsinghua.edu.cn,3.8666,592
bio.jsm.co.jp,3.7973,602
patricbrc.vbi.vt.edu,3.7938,931
omics.genomereport.co.kr,3.7849,265
zed.tacc.utexas.edu,3.7244,577
rio.nzcorp.net,3.6900,1784
naked-mole-rat.org,3.6132,287
wwww.patricbrc.org,3.6063,127
webapollo.lepbase.org,3.4521,334
200.239.83.23,3.4068,118
109.105.115.17,3.3892,1115
bioweb1.es.dupont.com:1557,3.3616,224
61.50.130.100:17436,3.3444,151
121.251.19.138,3.3333,111
jbrowse-hopbase.cgrb.oregonstate.edu,3.2951,366
138.4.136.220,3.2308,364
10.88.206.59,3.2308,286
meta.uoregon.edu,3.2118,340
ec2-54-175-44-25.compute-1.amazonaws.com,3.1148,122
tebichi.oist.jp,3.0948,348
192.168.103.9,3.0883,691
52.5.56.20,3.0867,323
10.34.229.84,3.0437,252
www.rgenome.net,3.0086,1396
lncrna.big.ac.cn,3.0000,3147
darter2.westga.edu,3.0000,3312
botryllus.stanford.edu,3.0000,539
beetlebase.org,3.0000,351
girg.um.edu.my,3.0000,468
kitbase.ucdavis.edu,3.0000,295
www.cbrc.kaust.edu.sa,2.9497,199
efishgenomics.zoology.msu.edu,2.9449,127
jbrowse.girg.um.edu.my,2.9231,624
xenbase-bio1.ucalgary.ca:8080,2.9181,171
192.168.1.4,2.8295,129
localhost:8050,2.8250,120
aztec:8080,2.8086,1656
local.database.com,2.7810,105
nlfij-s2617.rz.rijkzwaan.net,2.7611,113
jbrowse.wi.mit.edu,2.6923,104
pdev-bac.ncgr.org,2.6857,350
www.sharezomics.com,2.6833,281
irhs-001,2.6374,171
biocenter.sysu.edu.cn,2.6341,563
dendrome.ucdavis.edu,2.5566,106
www.cibiv.at,2.5339,118
amphimedon.qcloud.qcif.edu.au,2.5310,226
10.248.24.78,2.4745,137
verdant.iplantcollaborative.org,2.4561,228
192.168.138.64,2.4077,130
knowpulse2.usask.ca,2.1818,198
157.92.24.249,2.1661,277
esharkgenome.imcb.a-star.edu.sg:8000,2.1484,997
agripestbase.org,2.1429,483
cluniobase.cibiv.univie.ac.at,2.0687,131
arkham.exp.dc.uba.ar,2.0256,313
indigo-cultures.cbrc.kaust.edu.sa,2.0073,409
jbrowse.genoox.com.s3-website-us-east-1.amazonaws.com,2.0000,2052
plabipd.de,2.0000,110
erp.novelbio.com,2.0000,172
dev.dhcp.bhsai.net:8023,2.0000,221
235318.ichengyun.net,1.9985,1323
nfmc.res.in,1.8819,364
browse2.big.ac.cn,1.8732,205
www.bioinfor.org,1.7736,424
109.105.115.37,1.3393,1459
192.168.1.228,1.0000,128
