pipelines.rgd.mcw.edu,141.106.71.183,784
cancer.sanger.ac.uk,198.0.161.205,783
,147.99.102.224,,782
,217.217.52.241,782
www.flyrnai.org,134.174.140.213,781
,14.139.196.2,776
webapollo2.vectorbase.org,82.8.130.68,776
,143.234.96.18,774
,129.127.100.248,774
,192.168.20.156,,772
137.189.43.160:8080,137.189.43.225,769
192.168.7.11,124.17.27.190,767
,129.127.183.13,765
,204.152.105.1,763
134.245.63.238:8080,194.94.191.188,762
bigyo.btc,160.114.56.223,761
cancer.sanger.ac.uk,122.193.29.74,758
biocomplx.phibred.com,170.54.118.141,756
,92.64.95.42,752
www.echinobase.org,152.3.43.178,747
visual.ic4r.org,140.120.190.159,747
192.168.1.115,64.207.28.24,746
,111.203.22.20,741
cap.ensemblgenomes.org,137.224.252.12,738
,66.249.66.26,736
,75.124.64.231, ,734
,163.7.4.20,733
,202.127.20.132,730
bioinf.mind.meiji.ac.jp,133.26.84.66,723
,111.203.22.19,723
,92.169.62.48,722
,192.122.250.248,720
,24.107.31.51,720
abims.sb-roscoff.fr,193.52.39.1,718
,66.140.111.206,715
,200.17.239.169,714
geisha.arizona.edu,128.104.153.178,710
133.26.84.100,133.26.84.66,708
pipelines.rgd.mcw.edu,141.106.71.121,708
jbrowse.intranet.dow.com,216.99.65.78,704
solgenomics.net,137.224.252.10,704
gryc.inra.fr,138.102.92.38, ,703
rgd.mcw.edu,141.106.71.146,703
,222.206.22.206,702
,195.37.46.254,700
donking.synpromics.com,5.2.125.15,699
,147.162.252.190,698
,131.111.5.161,697
,75.80.58.70,697
133.26.84.46,133.26.84.66,696
www.echinobase.org,69.17.215.194,696
retrogenedb.amu.edu.pl,150.254.120.29,694
172.20.174.113,132.183.13.9,693
,202.127.20.45,689
,112.23.146.252,688
www.bioinformatics.nl,137.224.252.10,687
,140.112.55.27,687
,200.23.163.254,686
,195.221.174.35,686
localhost:63342,50.59.3.7,686
cgm.sjtu.edu.cn,202.120.45.18,684
localhost,121.192.180.253,684
,123.117.38.31,682
cazy208.afmb.local,139.124.83.140,681
medicago.jcvi.org,219.238.162.174,676
10.46.33.103:8443,115.114.191.92,676
localhost,133.26.84.101,676
planmine.mpi-cbg.de:8088,130.126.49.161,674
127.0.0.1:8000,75.80.98.164,672
,123.117.41.81,667
peanutbase.org,194.27.41.33,666
,65.254.111.224,665
pichiagenome-ext.boku.ac.at,141.244.131.69,664
172.20.174.113,132.183.13.8,663
pathos:8080,137.224.252.12,661
solgenomics.net,14.139.69.137,660
localhost,158.109.124.5,659
,202.204.223.1,657
cancer.sanger.ac.uk,69.74.168.162,655
,164.111.99.105,652
solgenomics.net,123.135.121.247,647
solgenomics.net,155.230.166.83,645
216.47.151.240:8080,143.54.184.149,641
medicago.jcvi.org,120.236.174.145,640
apollo.tgac.ac.uk,149.155.221.169,637
solgenomics.net,168.131.114.77,636
planmine.mpi-cbg.de:8088,129.67.25.188,632
dev2.cassava-genome.cirad.fr,195.221.174.70,631
solgenomics.net,143.107.244.90,631
phytozome.jgi.doe.gov,31.223.250.56,630
,96.49.198.118,629
,222.82.116.126,629
,128.169.2.197,628
phytozome.jgi.doe.gov,181.118.144.200,627
cancer.sanger.ac.uk,58.213.163.242,627
localhost,133.6.22.8,627
jbrowse-test.sgn.cornell.edu,132.236.81.253,626
,190.70.82.21,625
,202.28.179.5,621
www.bioinfocabd.upo.es,193.147.185.18,621
phytozome.jgi.doe.gov,1.202.186.70,620
192.168.1.80,86.186.124.39,620
,39.71.27.77,619
phytozome.jgi.doe.gov,190.240.67.179,618
,168.96.15.8,616
,133.70.80.82,615
,193.51.157.40,614
,24.107.31.34,612
fabienpichon.com,193.50.68.50,610
,14.139.244.210,608
analysis.archerdx.com,145.88.209.33,607
,60.191.1.4,601
proteinmodelling-server.swan.ac.uk,81.151.174.238,600
mmodev.sb-roscoff.fr,193.52.39.1,599
localhost:8090,128.206.129.199,598
,124.165.230.18,598
solgenomics.net,131.111.30.34,596
,41.184.122.50,595
localhost,141.244.133.167,592
,96.89.24.17,592
,143.225.130.108,591
solgenomics.net,14.139.199.11,591
localhost:8301,219.65.96.132,590
,218.2.227.151,589
139.165.112.252,139.165.31.11,588
,192.168.176.150,587
www.picb.ac.cn,202.127.20.33,586
,147.251.32.110,586
,193.205.39.12,585
,193.55.227.254,584
,160.29.39.20,584
54.85.2.5,202.36.134.22,582
phytozome.jgi.doe.gov,218.2.227.153,581
,128.119.55.10,581
,218.2.227.148,580
solgenomics.net,200.54.96.2,580
,131.217.90.48,578
epigenomics.fleming.gr,195.251.21.25,577
,202.127.20.53,576
,14.139.121.100,576
localhost,130.237.110.190,576
www.genome.med.kyoto-u.ac.jp,61.113.235.105,576
192.168.25.105,159.226.163.33,575
,133.48.53.66,575
,141.219.190.104,572
solgenomics.net,168.96.15.8,571
,24.241.227.190,570
,202.98.152.251,570
,70.179.166.254,567
epigen-zhong.discovery.wisc.edu,128.104.153.143,565
,75.80.56.22,564
boots,212.143.99.102,561
phytozome.jgi.doe.gov,179.159.91.154,560
,183.64.203.242,560
lulab.life.tsinghua.edu.cn,166.111.156.12,560
,159.226.123.251,556
10.46.33.101:8443,115.114.191.92,553
solgenomics.net,128.243.2.35,553
10.88.33.44:8443,115.114.191.92,550
10.42.0.1:8050,194.151.197.36,549
,131.111.185.40,549
visual.ic4r.org,124.16.129.9,548
,202.41.10.3,548
,128.206.129.129,547
,201.233.43.131,547
,210.75.224.172,545
planmine.mpi-cbg.de:8088,134.107.223.130,542
irhs-001,147.99.112.110,542
,201.116.100.115,541
10.199.99.101,50.205.79.186,540
,181.170.60.123,539
,199.133.240.254,536
,157.193.194.219,536
phytozome.jgi.doe.gov,71.183.222.181,535
solgenomics.net,192.146.134.129,535
medicago.jcvi.org,72.19.101.231,535
,31.223.250.56,532
localhost:8080,157.92.24.222, ,531
,65.254.111.100,531
,200.134.18.34,531
,132.169.36.136,531
192.168.1.80,81.129.193.20,529
,128.214.234.56,528
,69.29.65.235,528
phytozome.jgi.doe.gov,129.186.251.45,526
peach.igh.cnrs.fr,195.83.84.122,525
,58.26.127.144,523
visual.ic4r.org,124.16.129.8,522
localhost,69.29.65.229,522
133.26.84.84,133.26.84.63,521
,137.224.252.12,520
,219.243.215.194,520
pm.sysu.edu.cn,14.23.107.212,520
solgenomics.net,186.136.181.222,520
solgenomics.net,124.89.80.25,518
,133.48.57.199,517
glass.phibred.com:8081,170.54.58.5,517
,162.238.124.227,516
solgenomics.net,128.139.16.184,514
dev2.apps.thermofisher.com,219.65.96.132,513
localhost:8301,101.110.51.1,512
localhost,194.171.7.39,512
solgenomics.net,143.107.12.70,512
localhost:8080,81.99.235.233,510
,183.64.203.198,507
,134.197.50.25,507
cancer.sanger.ac.uk,50.252.224.113,506
bipaa.genouest.org,134.157.138.96,505
10.47.117.93,58.26.127.144,505
,220.249.99.145,504
,140.77.82.227,503
,130.104.29.229,501
localhost,134.53.236.170,498
210.75.224.168:8080,210.75.224.187,498
,133.48.53.36,497
localhost:8080,113.138.251.169,497
adenine.bradley.edu,193.170.94.24,497
simrbase.sgc.loc,40.141.174.100,496
marinegenomics.oist.jp,130.34.26.253,495
,131.111.30.34,495
simrbase.sgc.loc,40.141.174.101,494
localhost:8080,193.62.202.147,494
localhost,50.156.6.186,492
pathos:8080,137.224.252.10,491
localhost,219.65.96.132,491
jbrowse.insilicogen.com,210.108.251.60,491
124.17.27.143,111.203.22.31,490
,218.2.227.152,490
192.168.50.14:1338,203.106.158.249,487
www.heliagene.org,161.111.157.145,487
mmb.irbbarcelona.org,161.116.222.115,486
bipaa.genouest.org,141.5.20.126,485
,210.75.224.24,485
,170.54.118.141,485
nicotiana-webapollo.sgn.cornell.edu,128.163.8.101,483
,114.255.28.23,478
phytozome.jgi.doe.gov,129.186.252.10,477
,24.104.82.73,477
,134.121.89.53,477
ann-nblrrome.tuebingen.mpg.de,90.163.96.246,477
localhost,14.140.99.156,476
crispr.technology,162.129.251.72,476
,93.63.35.1,475
,210.236.106.122,474
mmb.irbbarcelona.org,84.88.50.201,474
solgenomics.net,14.139.61.2,473
cancer.sanger.ac.uk,140.163.254.158,472
gmod2.sb-roscoff.fr,193.52.39.1,472
gryc.inra.fr,88.186.164.67,472
assay.archerdx.com,50.205.79.186,470
ecoevo-db.unit.oist.jp,203.181.243.17,470
,111.203.22.18,469
lncrna.big.ac.cn,124.16.129.7,468
,65.254.111.247,468
,50.199.51.177,467
,222.229.64.201,467
,210.72.88.36,467
,65.254.111.227,467
whiteflygenomics.org,111.203.22.23,467
172.24.4.35,193.50.68.50,467
,192.240.43.161,465
,150.59.122.238,464
,192.240.45.26,461
,195.37.46.252,459
,143.107.244.90,459
www.liub.cn,202.112.87.153,459
210.46.85.174:8011,61.180.241.11,459
,158.109.215.68,459
,210.47.175.249,458
jbrowse.big.ac.cn,124.16.129.8,455
solgenomics.net,159.226.89.2,455
icebox.lbl.gov,67.171.228.119,454
phytozome.jgi.doe.gov,192.197.71.189,454
dev.niagads.org,165.123.13.181,454
grch37-cancer.sanger.ac.uk,129.81.221.218,453
localhost:8081,58.246.118.140,452
bipaa.genouest.org,193.52.208.233,451
,193.205.144.1,451
192.248.21.78:8084,10.18.75.151, 1,450
,65.254.111.231,449
,200.54.96.2,447
,200.41.178.226,447
gryc.inra.fr,138.102.92.154,,447
cancer.sanger.ac.uk,72.34.128.250,446
phytozome.jgi.doe.gov,125.88.24.159,446
,165.123.13.181,446
,203.185.134.228,445
www.heliagene.org,213.56.74.91,445
142.3.188.121,142.3.76.139,444
,65.254.111.248,443
u031331.science.uva.nl,146.50.52.18,442
,39.109.124.113,442
genomes.missouri.edu:8080,128.206.129.129,441
172.28.1.200:1337,210.187.242.74,441
rd-jbrowseqa.app.pmi,193.222.161.5,440
cgm.sjtu.edu.cn,59.78.39.212,439
solgenomics.net,81.34.79.91,439
,195.77.16.2,438
cancer.sanger.ac.uk,14.139.186.164,438
bioinf.gen.tcd.ie,138.253.197.149,438
coffee-webapollo.sgn.cornell.edu,74.79.152.238,438
cancer.sanger.ac.uk,193.62.218.79,436
,210.75.224.217,436
54.213.138.252,50.205.79.186,436
,129.120.246.13,436
solgenomics.net,137.224.252.12,436
apollo.tgac.ac.uk,149.155.214.109,435
,129.137.215.236,435
phytozome.jgi.doe.gov,59.50.66.35,434
10.10.56.31:8080,209.117.58.66,433
115.145.138.237,115.145.138.237,432
rgd.mcw.edu,141.106.71.126,431
,124.127.179.2,431
,186.10.16.180,431
192.168.138.64,14.139.87.50,430
,129.186.251.60,429
,129.186.252.10,429
,192.188.74.10,429
solgenomics.net,130.158.209.10,429
ccbb.jnu.ac.in,202.41.10.3,429
target.sbg.qb.fcen.uba.ar,157.92.27.254, ,429
ecse001001bd.epam.com:81,88.201.200.130,428
52.34.131.67,67.189.88.182,428
solgenomics.net,113.200.245.47,428
solgenomics.net,192.124.243.162,427
csbl.bmb.uga.edu,14.139.128.17,427
cancer.sanger.ac.uk,10.240.3.28, 13,425
solgenomics.net,132.236.103.150,424
,24.207.219.165,424
,143.234.96.16,423
,50.140.73.203,423
,220.249.99.131,423
,163.1.36.95,422
140.120.203.44,125.88.24.9,422
,192.38.47.210,421
10.88.34.68:8443,115.114.191.92,421
,139.30.240.183,420
,179.4.153.144,420
analysis.archerdx.com,107.217.9.220,419
bacster.phibred.com,170.54.118.140,419
aquarius.mskcc.org,140.163.254.149,418
mines.legumeinfo.org,69.71.169.129,418
,194.27.224.25,417
,165.91.50.136,417
phytozome.jgi.doe.gov,141.219.190.114,416
,202.127.20.46,416
,12.130.157.65,416
,134.160.83.77,415
,146.151.118.120,415
,133.6.22.176,413
,132.187.107.8,412
,220.249.99.135,412
tripal.feilab.net,132.236.156.137,412
,220.249.99.188,411
solgenomics.net,143.225.130.108,410
symmacmini.local:8080,133.48.58.114,408
10.22.57.121,151.152.101.44,408
,218.205.222.73,408
10.0.0.253,138.102.77.165,,407
ijgvd.megabank.tohoku.ac.jp,130.34.173.69,405
phytozome.jgi.doe.gov,189.32.140.47,404
cancer.sanger.ac.uk,174.25.199.239,404
115.145.138.239:8085,125.176.131.77,404
,192.249.3.201,403
,129.206.46.155,403
localhost:8301,46.226.218.20,402
phytozome.jgi.doe.gov,124.17.27.191,401
,210.74.131.202,401
,64.56.91.47,400
,221.232.142.50,400
mmodev2:8085,193.52.39.1,399
,124.16.152.197,398
,219.142.90.210,397
kyle.rgd.mcw.edu,141.106.71.121,397
phytozome.jgi.doe.gov,111.203.22.22,396
localhost:8301,198.140.178.250,396
www.flyrnai.org,118.193.5.16,396
solgenomics.net,133.6.16.187,396
cap.ensemblgenomes.org,195.47.249.209,395
,130.102.82.78,395
lotus.au.dk,130.225.184.6,394
rgd.mcw.edu,150.231.246.1,394
,128.243.2.35,393
172.28.1.177:1339,60.50.26.25,393
,143.107.216.228,392
192.168.56.10:7082,129.79.225.201,391
10.0.0.48,37.153.211.164,390
,152.3.43.178,390
gryc.inra.fr,195.220.68.236,390
dev.dhcp.bhsai.net:8023,4.15.175.190,390
,68.187.92.131,390
rna.sysu.edu.cn,120.236.174.183,389
phytozome.jgi.doe.gov,221.3.150.174,388
,220.249.99.159,388
,111.195.20.23,388
,158.42.125.153,387
binkley.candidagenome.org,171.65.79.184,387
,220.249.99.184,386
,24.162.242.175,,385
nicotiana-webapollo.sgn.cornell.edu,37.26.227.78, 1,384
phytozome.jgi.doe.gov,120.192.27.6,383
imethyl.iwate-megabank.org,202.244.195.182,383
,134.160.83.217,382
,220.249.99.150,382
,161.111.227.1,382
,72.186.83.189,381
,150.135.211.224,381
202.127.22.67,202.127.20.52,381
solgenomics.net,128.210.122.200,380
,124.16.150.227,380
,134.95.180.196,379
,193.50.0.200,379
www.echinobase.org,131.215.15.230,379
,158.109.124.5,379
,159.226.163.37,379
172.20.174.113,132.183.13.29,379
solgenomics.net,210.75.224.172,379
gryc.inra.fr,138.102.57.191,,379
oryzasnp.org,202.123.56.124,378
jbrowse,196.3.50.251,378
cancer.sanger.ac.uk,164.2.255.244,377
140.120.203.44,130.223.197.172,377
tgenomebrowser,63.237.233.8,377
gryc.inra.fr,140.109.32.9,375
,86.6.26.71,375
,35.8.197.235,375
,127.0.0.1, 167.,375
servbio.hpc.ncsu.edu:81,76.182.114.144,374
,116.226.146.27,374
medicago.jcvi.org,50.206.35.98,373
,134.129.119.162,372
,141.5.20.126,371
,203.252.167.30,371
,85.242.47.155,371
bbric-pipelines.toulouse.inra.fr,138.102.89.178,371
wolferine.ucd.ie,137.43.141.106,370
,64.73.224.122,370
planmine.mpi-cbg.de:8088,150.254.157.88,370
192.168.56.102,169.229.195.137,369
,10.226.144.19, ,369
172.28.1.169:1339,60.50.26.25,369
192.168.16.55,81.137.27.17,368
adenine.bradley.edu,98.215.111.179,368
jbrowse.southgreen.fr,91.203.34.14,366
solgenomics.net,111.203.22.23,366
,130.126.91.252,365
140.110.17.14,140.110.17.42,364
phytozome.jgi.doe.gov,120.192.27.4,363
localhost:8301,60.10.194.21,363
localhost:8001,85.59.31.13,363
141.244.40.114,141.244.131.69,360
solgenomics.net,182.19.78.133,360
,128.233.8.241,360
adenine.bradley.edu,159.226.163.33,360
137.189.43.231,137.189.43.148,360
137.205.68.42,137.205.121.246,359
,200.24.16.60,359
bioinformatics.caf.ac.cn,202.134.98.225,359
,209.239.128.14,358
solgenomics.net,113.200.191.236,358
,143.234.100.95,358
,65.254.111.238,357
localhost:8085,115.114.191.92,357
triticeaetoolbox.org,128.84.15.71,356
,193.136.177.1,356
,129.130.18.99,355
phytozome.jgi.doe.gov,145.18.222.232,355
,134.147.142.189,355
www.solgenomics.net,183.157.160.39,354
,130.126.51.219,353
,160.252.40.41,353
cancer.sanger.ac.uk,129.81.221.218,353
cr28603.uzbrussel.be,144.248.22.137,353
,128.84.15.18,352
,86.16.55.163,352
,14.139.56.226,352
cap.ensemblgenomes.org,193.145.124.212,351
mmodev2:8080,193.52.39.1,351
,210.212.240.147,351
archer4011ipu.chop.edu,159.14.241.235,351
,93.24.196.169,350
,212.64.228.98,349
,220.249.99.164,349
lis-dev.agron.iastate.edu,129.186.252.13,349
,128.118.235.140,349
rgd.mcw.edu,141.106.61.159,349
,10.1.218.7, 157,349
grch37-cancer.sanger.ac.uk,129.81.14.169,349
localhost:8081,157.92.24.222, ,348
solgenomics.wur.nl,218.17.207.76,348
,160.12.132.7,348
bioinf.gen.tcd.ie,168.96.15.8,347
epigen-zhong.discovery.wisc.edu,128.104.153.132,347
www.jbrowse.renlab.org,120.236.174.136,347
,219.126.5.146,347
192.168.7.11,124.17.27.191,346
www.echinobase.org,149.155.220.142,346
,unknown, 193.14,346
,93.33.161.106,346
solgenomics.net,158.109.124.5,346
,134.95.41.154,345
rd-jbrowseqa.app.pmi,193.222.161.6,345
www.bowhead-whale.org,98.209.158.114,345
jbrowse.org,36.225.245.137,345
,200.24.30.35,345
,182.48.111.198,345
proteinmodelling-server.swan.ac.uk,62.255.245.226,344
,128.3.91.169,342
nfingb.leibniz-fli.de,134.107.225.220,342
,128.233.8.6,342
localhost,75.134.145.2,341
,14.139.227.82,341
192.168.121.127,210.218.220.85,341
phytozome.jgi.doe.gov,202.204.114.34,341
,221.232.142.53,341
bioinf.gen.tcd.ie,130.132.173.185,340
bipaa.genouest.org,162.38.175.226,340
192.168.56.101,62.255.245.226,340
solgenomics.net,14.139.63.162,340
myers.bioinformatics.nl,137.224.252.10,339
,216.186.5.186,338
,150.254.17.206,338
localhost,192.124.26.250,338
aura.science.unitn.it,156.40.216.1,338
solgenomics.net,61.117.144.227,338
,157.193.202.211,337
localhost,150.254.120.191,337
,128.192.8.239,337
,146.164.75.109,335
smegmatis.wadsworth.org,199.184.22.55,334
solgenomics.net,59.77.43.4,334
geisha.arizona.edu,130.34.33.26,333
marchantia.info,163.51.138.80, ,333
nioo0025.nioo.int,194.171.8.39,332
jbrowse.jhhlab.tw,140.109.32.9,332
genome.integragen.com,193.51.65.54,332
,114.251.216.80,332
ced.medisapiens.com,185.11.211.211,332
als2077-unix1.science.oregonstate.edu,24.20.16.51,331
hanusch-staging.platomics.com:10005,62.218.164.126,331
phytozome.jgi.doe.gov,193.48.227.68,330
,130.199.3.165,330
solgenomics.net,212.64.228.98,330
ann-nblrrome.tuebingen.mpg.de,85.54.31.79,330
dubcovskylab.ucdavis.edu,114.251.216.5,329
,194.94.18.144,329
solgenomics.net,218.70.255.211,329
solgenomics.net,173.81.130.125,329
,133.6.16.187,328
,220.249.99.149,328
,193.144.127.12,328
tesla.pcbi.upenn.edu,165.123.11.227,328
solgenomics.net,200.3.122.146,328
gbr3,64.147.48.83,327
phytozome.jgi.doe.gov,133.6.22.176,327
localhost,171.65.184.170,326
localhost:84,194.154.205.138,326
planmine.mpi-cbg.de:8088,150.12.80.12,326
localhost:8080,69.29.92.62,326
bmi.xmu.edu.cn,112.109.150.44,326
cancer.sanger.ac.uk,137.53.241.6,325
cancer.sanger.ac.uk,193.63.217.2,325
,130.158.209.10,325
www.genome.med.kyoto-u.ac.jp,160.252.69.9,325
,194.85.9.127,325
solgenomics.net,124.16.152.197,325
solgenomics.net,210.77.82.33,324
webapollo.vectorbase.org,86.6.26.71,323
,124.16.152.50,323
,220.249.99.163,322
14.139.59.221,14.139.59.210,322
,210.107.214.11,322
,203.131.214.30,322
,128.192.158.117,322
,202.118.160.180,322
www.echinobase.org,131.215.54.225,321
54.186.201.182,50.205.79.186,321
192.248.21.78:8084,10.18.72.156, 1,321
,129.132.136.213,321
medicago.jcvi.org,147.100.82.1, 1,321
solgenomics.wur.nl,137.224.252.12,320
,108.234.138.147,319
solgenomics.net,132.236.81.253,319
,218.94.137.107,319
jbrowse.informatics.jax.org,64.147.48.85,318
