trackCount separated into bins (last 12 months, > 100 hits)
host,'0-100,'100-200,'200-500,'500-1000,'1000-2000,'2000-5000,'5000-10000,'10000-20000,'>20000,trackCount,hits
localhost:8098,427,0,0,0,1,0,0,0,0,428,
192.168.25.170,412,26,0,0,13,0,0,0,0,451,
10.200.37.235,258,0,0,0,2,0,0,0,0,260,
jbrowse.org,27794,45,7,1,1245,0,0,0,0,29092,
127.0.0.1:5000,397,0,0,0,1,0,0,0,0,398,
jbrowse-dev2,110,138,0,0,1,0,0,0,0,249,
dove.ceh.uvic.ca,618,4,0,0,1,0,0,0,0,623,
127.0.0.1,2272,0,4,0,18,0,0,0,0,2294,
www.yeastgenome.org,93,0,7883,0,8,0,0,0,0,7984,
genseq-h0.science.uva.nl,573,248,0,0,1,0,0,0,0,822,
203.230.60.182,934,0,0,0,5,0,0,0,0,939,
172.29.2.99,851,0,0,0,2,0,0,0,0,853,
biocluster.her.hcmr.gr,818,0,0,0,1,0,0,0,0,819,
localhost:8383,750,0,0,0,2,0,0,0,0,752,
jbrowse.newapp1.irainyday.com,11,4,147,0,3,0,0,0,0,165,
10.10.116.28,11,45,85,0,7,0,0,0,0,148,
192.168.1.50,235,0,0,0,5,0,0,0,0,240,
localhost:8000,6112,6,0,0,3,0,0,0,0,6121,
songyanglab.sysu.edu.cn,1453,0,0,0,1,0,0,0,0,1454,
10.18.24.49,123,0,0,0,4,0,0,0,0,127,
192.168.1.101,331,3,0,0,4,0,0,0,0,338,
61.148.58.210:8080,241,57,111,331,135,0,0,0,0,875,
jbrowse-qa.adpa3.local,144,0,0,0,14,0,0,0,0,158,
localhost:8888,2438,2,3,26,2,0,0,0,0,2471,
browse.yeastgenome.org,687,0,68816,0,70,0,0,0,0,69573,
127.0.0.1:8080,1981,0,0,4,14,0,0,0,0,1999,
childslab.plantbiology.msu.edu,593,0,0,0,3,0,0,0,0,596,
pc-biotech62.biologie.uni-greifswald.de,125,0,0,0,4,0,0,0,0,129,
cherry.kazusa.or.jp,428,0,0,0,1,0,0,0,0,429,
bcg.abrc.sinica.edu.tw,167,0,0,0,10,0,0,0,0,177,
10.157.216.34,355,0,0,0,1,0,0,0,0,356,
localhost:8090,5267,0,0,0,2,0,0,0,0,5269,
222.200.187.174,174,22,168,0,4,0,0,0,0,368,
bioinf.gen.tcd.ie,6317,372,50,0,3,0,0,0,0,6742,
10.4.19.128,184,0,0,0,3,0,0,0,0,187,
13.113.77.198:8000,270,0,0,0,14,0,0,0,0,284,
de.cyverse.org,141,0,0,0,1,0,0,0,0,142,
togodb2.kazusa.or.jp,506,16,366,30,4,0,0,0,0,922,
101.200.190.143:8080,444,0,0,0,7,0,0,0,0,451,
172.20.0.59,113,0,0,0,6,0,0,0,0,119,
172.30.184.31,169,0,0,0,2,0,0,0,0,171,
159.226.67.237:6080,72,47,42,98,1,0,0,0,0,260,
jbrowsevar.renlab.org,222,563,0,0,2,0,0,0,0,787,
localhost:11000,314,16,52,11,6,0,0,0,0,399,
genoweb.toulouse.inra.fr,286,9,90,0,1,0,0,0,0,386,
122.112.248.194,1584,166,0,85,33,0,0,0,0,1868,
sas-us-leb-seq,364,0,0,0,4,0,0,0,0,368,
docker-jbrowse-adebali.cloudapps.unc.edu,259,0,0,0,1,0,0,0,0,260,
159.226.67.237,122,65,0,380,3,0,0,0,0,570,
localhost:9000,9120,0,0,0,1775,0,0,0,0,10895,
210.46.85.201:8080,6,0,719,0,1,0,0,0,0,726,
www.fishbrowser.org,1074,0,0,0,2,0,0,0,0,1076,
ssr,797,0,0,0,8,0,0,0,0,805,
epigenome.genetics.uga.edu,4294,608,111,1717,1256,0,0,0,0,7986,
172.19.35.54,117,0,0,0,2,0,0,0,0,119,
inno.npz.local,413,6,193,0,3,0,0,0,0,615,
60.205.203.178:8082,354,0,0,0,4,0,0,0,0,358,
172.29.2.74,105,0,0,0,1,0,0,0,0,106,
10.49.95.73,279,0,0,0,2,0,0,0,0,281,
dev-y.smestorage.com,356,0,0,0,1,0,0,0,0,357,
10.49.121.5,743,0,0,0,2,0,0,0,0,745,
dev-a.smestorage.com,326,0,0,0,3,0,0,0,0,329,
plant1.kazusa.or.jp,149,51,157,0,10,0,0,0,0,367,
gph.niid.go.jp,3510,7,0,0,1,0,0,0,0,3518,
193.219.91.103:12497,107,0,0,0,1,0,0,0,0,108,
varitome.sgn.cornell.edu,116,80,16,0,1,0,0,0,0,213,
localhost:50070,152,0,0,0,4,0,0,0,0,156,
bcg.abrc.sinica.edu.tw:443,377,0,0,0,11,0,0,0,0,388,
192.168.56.102,278,0,0,0,1,0,0,0,0,279,
jbrestel.plasmodb.org,429,0,72,0,4,0,0,0,0,505,
192.168.3.253,191,2826,199,0,1,0,0,0,0,3217,
tubic.tju.edu.cn,157,0,0,0,1,0,0,0,0,158,
192.168.56.1,170,0,0,0,6,0,0,0,0,176,
ribosemap.biosci.gatech.edu,399,0,0,0,6,0,0,0,0,405,
10.75.206.133,110,0,0,0,4,0,0,0,0,114,
10.75.119.196,127,33,0,0,10,0,0,0,0,170,
ibi.zju.edu.cn,1942,100,77,5,2,0,0,0,0,2126,
colossus.biotec.or.th,732,60,700,0,1,0,0,0,0,1493,
icp-test.incpm.weizmann.ac.il,113,0,0,0,9,0,0,0,0,122,
localhost:2001,140,0,0,0,1,0,0,0,0,141,
seeders.iptime.org:4880,110,0,0,0,5,0,0,0,0,115,
140.109.183.233,445,0,0,0,5,0,0,0,0,450,
10.71.115.210,220,0,0,0,6,0,0,0,0,226,
192.168.118.25,177,0,0,0,2,0,0,0,0,179,
crispor.ccm.sickkids.ca,640,0,0,0,4,0,0,0,0,644,
192.168.56.1:8080,193,0,0,0,1,0,0,0,0,194,
147.99.34.11,165,0,0,0,1,0,0,0,0,166,
jbrowse.cgb.indiana.edu,1216,498,177,0,2,0,0,0,0,1893,
suhanggo.seeders.co.kr,741,0,0,0,2,0,0,0,0,743,
coppolalab.ucla.edu,154,0,0,0,3,0,0,0,0,157,
159.65.161.187,151,0,0,0,2,0,0,0,0,153,
jbrowse.ilweb01.lt.local,2145,0,0,0,1,0,0,0,0,2146,
ngsdemo.persistent.co.in,1209,0,0,0,4,0,0,0,0,1213,
kp141-242,460,0,0,0,4,0,0,0,0,464,
128.32.118.203,314,43,0,0,1,0,0,0,0,358,
mtb.dobzhanskycenter.org,687,0,0,0,3,0,0,0,0,690,
nereis.univ-lille1.fr:7564,367,0,0,0,3,0,0,0,0,370,
jbrowse-dev.jcvi.org,286,0,0,0,1,0,0,0,0,287,
teabrowser.shengxin.ren,706,0,0,0,2,0,0,0,0,708,
jbrowse.dev.yeastgenome.org,9,0,314,0,1,0,0,0,0,324,
140.116.56.177,728,0,0,0,12,0,0,0,0,740,
beta.sgc.loc:3000,514,0,0,0,2,0,0,0,0,516,
192.168.16.248,123,0,0,0,1,0,0,0,0,124,
hintonserv.bioscience.liv.ac.uk,101,61,0,0,1,0,0,0,0,163,
localhost:3000,558,0,42,34,20,0,0,0,0,654,
triticeaetoolbox.org,1546,0,0,0,1,0,0,0,0,1547,
localhost:11001,462,0,0,0,2,0,0,0,0,464,
tagrc.org,102,0,0,0,1,0,0,0,0,103,
bindu.plasmodb.org,624,0,0,0,9,0,0,0,0,633,
www.picb.ac.cn,517,1314,264,0,2,0,0,0,0,2097,
137.189.43.55,739,174,388,0,2,0,0,0,0,1303,
202.127.22.67,1040,0,0,74,1,0,0,0,0,1115,
140.113.203.184:8080,151,4,31,143,1,0,0,0,0,330,
192.168.1.20,362,0,0,0,1,0,0,0,0,363,
jbrowse,5,0,0,0,392,0,0,0,0,397,
54.40.223.139:8080,31,0,0,0,167,0,0,0,0,198,
jbrowse.merck.com:8080,128,0,0,0,172,0,0,0,0,300,
cloud.limgroup.eu,600,295,0,582,1476,0,0,0,0,2953,
152.7.99.249,30,26,41,44,30,0,0,0,0,171,
137.205.123.127,1574,41,66,17,5,0,0,0,0,1703,
jbrowse.hpcagrogenomics.wur.nl,288,19,50,550,146,0,0,0,0,1053,
192.126.123.68,67,16,5,23,37,0,0,0,0,148,
137.189.43.160:8080,761,1006,1935,538,384,0,0,0,0,4624,
staging.wormbase.org,8316,0,0,724,425,0,0,0,0,9465,
dev.wormbase.org:9020,1113,0,0,70,5,0,0,0,0,1188,
www.wormbase.org,1533362,0,0,14294,12660,0,0,0,0,1560316,
wormbase.org,168376,0,0,3582,1,0,0,0,0,171959,
54.210.66.87,400,0,0,0,127,0,0,0,0,527,
strawberry-garden.kazusa.or.jp,156,0,0,0,25,0,0,0,0,181,
peach.igh.cnrs.fr,37,68,0,1309,376,0,0,0,0,1790,
gbr3,393,0,0,0,456,0,0,0,0,849,
sibyl.wormbase.org,102,0,0,2,0,0,0,0,0,104,
10.10.83.81,190,0,0,263,0,0,0,0,0,453,
www.bovinegenome.org,1,0,0,711,0,0,0,0,0,712,
bovinegenome.org,9,0,184,312,0,0,0,0,0,505,
jbrowse.jhhlab.tw,179,0,123,757,0,0,0,0,0,1059,
140.113.203.185,39,0,18,119,0,0,0,0,0,176,
sjcbiobox.driscolls.com:81,8,0,0,140,0,0,0,0,0,148,
wukong,121,0,0,218,0,0,0,0,0,339,
furlonglab.embl.de,1776,6,191,387,0,0,0,0,0,2360,
10.0.0.20,55,36,16,356,0,0,0,0,0,463,
10.84.2.11,15,12,0,137,0,0,0,0,0,164,
141.244.134.147:11000,122,9,24,55,0,0,0,0,0,210,
47.94.223.5,343,20,20,171,0,0,0,0,0,554,
visual.ic4r.org,2097,15,301,20903,0,0,0,0,0,23316,
jbrower.vardetect.com,43,0,0,79,0,0,0,0,0,122,
hub-test.bu.edu,83,6,50,4,0,0,0,0,0,143,
jbrowse.intranet.dow.com,532,147,85,101,0,0,0,0,0,865,
hymenopteragenome.org,1506,0,609,8,0,0,0,0,0,2123,
genome.integragen.com,110,3,1,1,0,0,0,0,0,115,
glent-qa-1.be.bayercropscience,1094,401,78,136,0,0,0,0,0,1709,
128.206.234.23:8080,0,0,13,123,0,0,0,0,0,136,
mmodev.sb-roscoff.fr,547,17,61,152,0,0,0,0,0,777,
genexpdb.okstate.edu,0,0,333,56,0,0,0,0,0,389,
crobiad.agwine.adelaide.edu.au,17,373,14,0,0,0,0,0,0,404,
130.220.208.2,324,422,55,0,0,0,0,0,0,801,
10.4.1.101,1059,0,146,0,0,0,0,0,0,1205,
10.0.0.29,462,0,712,0,0,0,0,0,0,1174,
10.10.19.184,114,12,2,0,0,0,0,0,0,128,
jbrowse.amyris.local,1356,74,21,0,0,0,0,0,0,1451,
gwas-browser.nygenome.org,0,0,121,0,0,0,0,0,0,121,
dev.facebase.org,423,0,1,0,0,0,0,0,0,424,
152.7.99.230,222,0,1,0,0,0,0,0,0,223,
10.113.72.170,319,124,309,0,0,0,0,0,0,752,
bio.driscolls.com,31,28,59,0,0,0,0,0,0,118,
www.alfalfatoolbox.org,2725,0,130,0,0,0,0,0,0,2855,
localhost:63342,500,0,11,0,0,0,0,0,0,511,
129.130.89.51,585,34,93,0,0,0,0,0,0,712,
192.168.34.39,3,23,631,0,0,0,0,0,0,657,
apollo.vectorbase.org,5906,824,890,0,0,0,0,0,0,7620,
mirlab.sysu.edu.cn,112,100,512,0,0,0,0,0,0,724,
matsui-lab.riken.jp,7731,72,231,0,0,0,0,0,0,8034,
137.189.43.109,898,29,456,0,0,0,0,0,0,1383,
solgenomics.net,231643,0,2196,0,0,0,0,0,0,233839,
www.solgenomics.org,333,0,7,0,0,0,0,0,0,340,
www.sgn.cornell.edu,3949,0,41,0,0,0,0,0,0,3990,
www.solgenomics.net,9919,0,80,0,0,0,0,0,0,9999,
solgenomics.org,186,0,6,0,0,0,0,0,0,192,
sgn.cornell.edu,815,0,2,0,0,0,0,0,0,817,
sgn-test.sgn.cornell.edu,113,0,4,0,0,0,0,0,0,117,
elrh6gene01.dow.com,83,0,52,0,0,0,0,0,0,135,
jbrowse-test.sgn.cornell.edu,486,312,11,0,0,0,0,0,0,809,
yzlab.lhgene.cn:8082,0,113,73,0,0,0,0,0,0,186,
medicago.toulouse.inra.fr,207,3,5909,0,0,0,0,0,0,6119,
regulomics.mimuw.edu.pl,80,80,842,0,0,0,0,0,0,1002,
webapollo2.vectorbase.org,2535,337,264,0,0,0,0,0,0,3136,
edge-prod.lanl.gov,468,0,2,0,0,0,0,0,0,470,
queitsch-jbrowse.gs.washington.edu,0,0,415,0,0,0,0,0,0,415,
141.244.134.147,0,0,239,0,0,0,0,0,0,239,
jbrowse.bioinfotech.org,255,0,2,0,0,0,0,0,0,257,
titin.ucd.ie,245,208,103,0,0,0,0,0,0,556,
14.139.59.222:8080,237,575,1,0,0,0,0,0,0,813,
137.189.43.231,349,39,226,0,0,0,0,0,0,614,
www.bio-bigdata.com,0,0,1317,0,0,0,0,0,0,1317,
wolferine.ucd.ie,776,25,23,0,0,0,0,0,0,824,
172.28.1.172:1002,200,0,33,0,0,0,0,0,0,233,
10.84.2.212,96,0,8,0,0,0,0,0,0,104,
140.254.156.169,202,6,172,0,0,0,0,0,0,380,
cho-epigenome.boku.ac.at,0,0,1420,0,0,0,0,0,0,1420,
donald,11,162,737,0,0,0,0,0,0,910,
eclipse.biotec.or.th,32,42,74,0,0,0,0,0,0,148,
plantsmallrnagenes.science.psu.edu,406,0,47,0,0,0,0,0,0,453,
150.164.24.16:8888,164,90,26,0,0,0,0,0,0,280,
lipm-browsers.toulouse.inra.fr,2118,24,67,0,0,0,0,0,0,2209,
180.208.58.19,1005,287,1922,0,0,0,0,0,0,3214,
202.195.250.105,341,5,38,0,0,0,0,0,0,384,
pichiagenome-ext.boku.ac.at,394,89,65,0,0,0,0,0,0,548,
10.112.31.15,0,28,713,0,0,0,0,0,0,741,
sysbio.sysu.edu.cn,471,47,598,0,0,0,0,0,0,1116,
sysbio.gzzoc.com,312,22,319,0,0,0,0,0,0,653,
binkley.candidagenome.org,34,0,120,0,0,0,0,0,0,154,
www.candidagenome.org,606,0,1571,0,0,0,0,0,0,2177,
bmi.xmu.edu.cn,357,15,37,0,0,0,0,0,0,409,
nobel.gedv.pasteur.fr,1368,612,19,0,0,0,0,0,0,1999,
cassavabase.org,19,0,179,0,0,0,0,0,0,198,
sacibase.ibb.unesp.br,520,11,53,0,0,0,0,0,0,584,
yeastgenome.org,6,0,352,0,0,0,0,0,0,358,
jbrowse.molgenrug.nl,2416,2,10,0,0,0,0,0,0,2428,
genomes.stowers.org,612,2112,218,0,0,0,0,0,0,2942,
simrbase.stowers.org,1330,27,80,0,0,0,0,0,0,1437,
10.245.128.39,117,88,35,0,0,0,0,0,0,240,
dev.jbrowse.southgreen.fr,3131,104,127,0,0,0,0,0,0,3362,
jbrowse.cirad.fr,0,0,238,0,0,0,0,0,0,238,
sohi.ecology.kyoto-u.ac.jp,290,14,452,0,0,0,0,0,0,756,
bioinfo.cgiarad.org,99,0,18,0,0,0,0,0,0,117,
ange-data-02.calcul.i2bc.paris-saclay.fr,267,1,9,0,0,0,0,0,0,277,
paramecium.i2bc.paris-saclay.fr,6223,106,178,0,0,0,0,0,0,6507,
192.168.0.119,108,2,3,0,0,0,0,0,0,113,
apollo.wormbase.org,18597,0,40,0,0,0,0,0,0,18637,
jbrowse.southgreen.fr,14470,2653,490,0,0,0,0,0,0,17613,
genomes.stowers.org:8080,279,134,1,0,0,0,0,0,0,414,
10.9.5.14:8080,143,0,161,0,0,0,0,0,0,304,
10.100.22.6,844,53,75,0,0,0,0,0,0,972,
epigen-zhong.discovery.wisc.edu,37,348,46,0,0,0,0,0,0,431,
141.244.133.122,137,231,14,0,0,0,0,0,0,382,
rcug-galaxy1.mh-hannover.local,732,204,6,0,0,0,0,0,0,942,
192.168.0.118,575,84,2,0,0,0,0,0,0,661,
202.194.139.32,539,0,1,0,0,0,0,0,0,540,
rgd.mcw.edu,29735,67427,0,0,0,0,0,0,0,97162,
pipelines.rgd.mcw.edu,3420,5140,0,0,0,0,0,0,0,8560,
rest.rgd.mcw.edu,207,100,0,0,0,0,0,0,0,307,
www.rgd.mcw.edu,1067,514,0,0,0,0,0,0,0,1581,
dev.rgd.mcw.edu,354,341,0,0,0,0,0,0,0,695,
sollab.cshl.edu,1033,400,0,0,0,0,0,0,0,1433,
tomatolab.cshl.edu,213,129,0,0,0,0,0,0,0,342,
10.42.0.7:8081,1923,66,0,0,0,0,0,0,0,1989,
lulab.life.tsinghua.edu.cn,405,1391,0,0,0,0,0,0,0,1796,
mmb.irbbarcelona.org,77,85,0,0,0,0,0,0,0,162,
vre.multiscalegenomics.eu,307,441,0,0,0,0,0,0,0,748,
blade05.platomics.com,201,14,0,0,0,0,0,0,0,215,
blade05,89,13,0,0,0,0,0,0,0,102,
www.cottongen.org,246,102,0,0,0,0,0,0,0,348,
delta.big.ac.cn,3,1196,0,0,0,0,0,0,0,1199,
test.cottongen.org,128,4,0,0,0,0,0,0,0,132,
maizegenomics.plantbiology.msu.edu,0,116,0,0,0,0,0,0,0,116,
10.200.20.103:8082,140,20,0,0,0,0,0,0,0,160,
10.114.143.20,423,243,0,0,0,0,0,0,0,666,
bioinformatics.forsyth.org,626,1,0,0,0,0,0,0,0,627,
jbrowse-dev2.acpfg.local,205,1031,0,0,0,0,0,0,0,1236,
210.75.224.168:8080,289,301,0,0,0,0,0,0,0,590,
jbrowse.brachypodium.org,0,241,0,0,0,0,0,0,0,241,
apollo.tgac.ac.uk,848,1830,0,0,0,0,0,0,0,2678,
wheat.it.csiro.au:8080,0,179,0,0,0,0,0,0,0,179,
bbric-pipelines.toulouse.inra.fr,4907,317,0,0,0,0,0,0,0,5224,
10.11.16.11,47,57,0,0,0,0,0,0,0,104,
simrbase.stowers.org:8080,166,1,0,0,0,0,0,0,0,167,
jbrowse-test.xenbase.org,4913,890,0,0,0,0,0,0,0,5803,
jbrowse.xenbase.org,7202,3540,0,0,0,0,0,0,0,10742,
heliodor.nki.nl,125,79,0,0,0,0,0,0,0,204,
10.200.1.241,653,133,0,0,0,0,0,0,0,786,
prime-seq.ohsu.edu,565,8,0,0,0,0,0,0,0,573,
xdlab.duckdns.org:18085,6,101,0,0,0,0,0,0,0,107,
10.1.0.2:8001,0,260,0,0,0,0,0,0,0,260,
cr28603.uzbrussel.be,6107,1,0,0,0,0,0,0,0,6108,
jbrowse-rgv.genouest.org,66,71,0,0,0,0,0,0,0,137,
cpt.tamu.edu,6772,169,0,0,0,0,0,0,0,6941,
cr28603.uzbrussel.be:83,548,1,0,0,0,0,0,0,0,549,
phylogicangs,135,18,0,0,0,0,0,0,0,153,
bioinfo.imtech.res.in,127,15,0,0,0,0,0,0,0,142,
crrd.mcw.edu,143,6,0,0,0,0,0,0,0,149,
bipaa.genouest.org,19204,70,0,0,0,0,0,0,0,19274,
pathos:8080,3,139,0,0,0,0,0,0,0,142,
annotation-prod.scilifelab.se:8080,2565,2,0,0,0,0,0,0,0,2567,
www.rosaceae.org,2437,79,0,0,0,0,0,0,0,2516,
test.rosaceae.org,261,2,0,0,0,0,0,0,0,263,
pombase-dev.bioinformatics.nz,60,123,0,0,0,0,0,0,0,183,
www.pombase.org,70,784,0,0,0,0,0,0,0,854,
www.tomatogenome.net,0,690,0,0,0,0,0,0,0,690,
by0pkv.emea.agrogroup.net:8080,185,3,0,0,0,0,0,0,0,188,
glass.phibred.com:8081,11729,443,0,0,0,0,0,0,0,12172,
icebox.lbl.gov,754,164,0,0,0,0,0,0,0,918,
34.227.0.63,113,8,0,0,0,0,0,0,0,121,
www185.lamp.le.ac.uk,190,32,0,0,0,0,0,0,0,222,
www252.lamp.le.ac.uk,0,191,0,0,0,0,0,0,0,191,
dev.multiscalegenomics.eu,119,26,0,0,0,0,0,0,0,145,
sweetpotato.plantbiology.msu.edu,1535,3691,0,0,0,0,0,0,0,5226,
aestivum.accwi.org.au:8080,351,1,0,0,0,0,0,0,0,352,
115.146.85.22:8080,488,3,0,0,0,0,0,0,0,491,
nod6.umbr.cas.cz,186,2,0,0,0,0,0,0,0,188,
www.heliagene.org,9167,131,0,0,0,0,0,0,0,9298,
www.forestrylab.org,3140,23,0,0,0,0,0,0,0,3163,
bioinfo.florimond-desprez.fr,205,67,0,0,0,0,0,0,0,272,
cluster-dev.florimond-desprez.fr,130,13,0,0,0,0,0,0,0,143,
150.254.123.119,129,14,0,0,0,0,0,0,0,143,
u031331.science.uva.nl,316,45,0,0,0,0,0,0,0,361,
koke.asrc.kanazawa-u.ac.jp,140,55,0,0,0,0,0,0,0,195,
192.168.56.101:8080,130,30,0,0,0,0,0,0,0,160,
jbrowse.latrobe.edu.au,2,313,0,0,0,0,0,0,0,315,
genome.igib.res.in,436,122,0,0,0,0,0,0,0,558,
plasticite.supagro.inra.fr:8080,1108,65,0,0,0,0,0,0,0,1173,
plasticite:8080,298,14,0,0,0,0,0,0,0,312,
160.36.205.61:8095,394,9,0,0,0,0,0,0,0,403,
hinton-jbrowse.s3-website-eu-west-1.amazonaws.com,374,15,0,0,0,0,0,0,0,389,
dev.niagads.org,1813,0,0,0,0,0,0,0,0,1813,
hpoly.nematodegenomes.org,142,0,0,0,0,0,0,0,0,142,
www.niagads.org,3630,0,0,0,0,0,0,0,0,3630,
192.168.64.23,165,0,0,0,0,0,0,0,0,165,
peach.fafu.edu.cn,676,0,0,0,0,0,0,0,0,676,
137.189.133.76,162,0,0,0,0,0,0,0,0,162,
hank.bio.ed.ac.uk,285,0,0,0,0,0,0,0,0,285,
pineapple.angiosperms.org,134,0,0,0,0,0,0,0,0,134,
10.200.50.178,221,0,0,0,0,0,0,0,0,221,
phytozome-dev.jgi.doe.gov,1680,0,0,0,0,0,0,0,0,1680,
phytozome.jgi.doe.gov,570180,0,0,0,0,0,0,0,0,570180,
code4dna.com,382,0,0,0,0,0,0,0,0,382,
jbrowse.bioinformatics.danforthcenter.org,229,0,0,0,0,0,0,0,0,229,
phytozome-staging.jgi.doe.gov,231,0,0,0,0,0,0,0,0,231,
ange-data-08.calcul.i2bc.paris-saclay.fr,2156,0,0,0,0,0,0,0,0,2156,
192.168.1.102,117,0,0,0,0,0,0,0,0,117,
denovo.cnag.cat,2497,0,0,0,0,0,0,0,0,2497,
als2077-unix1.science.oregonstate.edu,447,0,0,0,0,0,0,0,0,447,
ngs.molgenrug.nl,124,0,0,0,0,0,0,0,0,124,
antgenomes.org,290,0,0,0,0,0,0,0,0,290,
labby,727,0,0,0,0,0,0,0,0,727,
10.0.0.15,271,0,0,0,0,0,0,0,0,271,
211.69.140.130,1540,0,0,0,0,0,0,0,0,1540,
www.genomics.verinomics.com,1005,0,0,0,0,0,0,0,0,1005,
paramecium-beta.i2bc.paris-saclay.fr,2943,0,0,0,0,0,0,0,0,2943,
njp-dev.jgi.doe.gov,898,0,0,0,0,0,0,0,0,898,
129.194.89.207:8080,104,0,0,0,0,0,0,0,0,104,
www.citrusgenomedb.org,1933,0,0,0,0,0,0,0,0,1933,
aklppr31.pfr.co.nz.:8080,1441,0,0,0,0,0,0,0,0,1441,
147.46.172.224,150,0,0,0,0,0,0,0,0,150,
www.facebase.org,1301,0,0,0,0,0,0,0,0,1301,
apollo-dev.nal.usda.gov,475,0,0,0,0,0,0,0,0,475,
apollo-stage.nal.usda.gov,883,0,0,0,0,0,0,0,0,883,
158.109.57.222,681,0,0,0,0,0,0,0,0,681,
aklppr31.pfr.co.nz.:19080,123,0,0,0,0,0,0,0,0,123,
apollo.nal.usda.gov,843,0,0,0,0,0,0,0,0,843,
192.168.25.167,249,0,0,0,0,0,0,0,0,249,
128.32.218.181:7070,18183,0,0,0,0,0,0,0,0,18183,
133.26.84.46,348,0,0,0,0,0,0,0,0,348,
genomebrowser.uams.edu,515,0,0,0,0,0,0,0,0,515,
133.48.62.140,456,0,0,0,0,0,0,0,0,456,
192.168.0.69:8080,450,0,0,0,0,0,0,0,0,450,
wcntusmjwzyxx:8082,103,0,0,0,0,0,0,0,0,103,
cas-ie2-apollo.uoregon.edu,302,0,0,0,0,0,0,0,0,302,
10.0.0.253,110,0,0,0,0,0,0,0,0,110,
dubcovskylab.ucdavis.edu,4015,0,0,0,0,0,0,0,0,4015,
apollo.sgn.cornell.edu,9318,0,0,0,0,0,0,0,0,9318,
147.99.112.52,1141,0,0,0,0,0,0,0,0,1141,
irhs-001,389,0,0,0,0,0,0,0,0,389,
www.bioinformatics.nl,689,0,0,0,0,0,0,0,0,689,
210.27.97.108,583,0,0,0,0,0,0,0,0,583,
browser.porteco.org,100,0,0,0,0,0,0,0,0,100,
cap.ensemblgenomes.org,1483,0,0,0,0,0,0,0,0,1483,
arete,1279,0,0,0,0,0,0,0,0,1279,
10.74.186.113,126,0,0,0,0,0,0,0,0,126,
lithium.kaust.edu.sa,230,0,0,0,0,0,0,0,0,230,
marmorkrebs.dkfz.de,456,0,0,0,0,0,0,0,0,456,
chogenome.org,322,0,0,0,0,0,0,0,0,322,
www.chogenome.org,2044,0,0,0,0,0,0,0,0,2044,
tcap.pw.usda.gov,174,0,0,0,0,0,0,0,0,174,
hymenopteragenome.org:8080,373,0,0,0,0,0,0,0,0,373,
134.245.63.238:8080,1016,0,0,0,0,0,0,0,0,1016,
jbrowse.intermine.org,8084,0,0,0,0,0,0,0,0,8084,
147.99.108.97,306,0,0,0,0,0,0,0,0,306,
genedenovoweb.ticp.net:81,522,0,0,0,0,0,0,0,0,522,
wheat.pw.usda.gov,3264,0,0,0,0,0,0,0,0,3264,
gds-reports-web.science-at-scale.io,667,0,0,0,0,0,0,0,0,667,
p00701.genebay.co.jp:8443,315,0,0,0,0,0,0,0,0,315,
gevd01.hosting.pasteur.fr,210,0,0,0,0,0,0,0,0,210,
dash,3204,0,0,0,0,0,0,0,0,3204,
