host,mean,count
jbrowse.plantdhs.org,33.7080,3360
www.heliagene.org,33.5756,6094
i.animalgenome.org,33.3345,840
code4dna.com,33.3168,161
jbrowse.southgreen.fr,33.1626,5356
bipaa.genouest.org,33.0760,9250
www.bio-bigdata.net,33.0721,111
phytozome-dev.jgi.doe.gov,32.9822,1067
pgdbj.jp,32.7970,197
petunia-webapollo.sgn.cornell.edu,32.6676,343
amborella.uga.edu,32.4231,130
aklppr31.pfr.co.nz.:9080,32.4188,4188
192.168.0.21,32.3791,153
lis-dev.agron.iastate.edu,32.2161,273
test-bioinfo,31.8173,405
10.71.115.70,31.6467,1271
133.26.84.46,31.6318,2602
icebox.lbl.gov,31.5511,4863
192.168.99.100:8080,31.4396,389
biopvm201.pfr.co.nz:9080,31.3047,1490
genome.monarchinitiative.org,31.1774,124
localhost:8087,31.1744,516
10.128.48.24:3002,31.1429,105
fabienpichon.com,31.1054,797
10.42.0.1:8050,31.0456,526
silkbase.ab.a.u-tokyo.ac.jp,30.9861,433
als2077-unix1.science.oregonstate.edu,30.6023,865
172.16.203.26,30.2921,202
hpoly.nematodegenomes.org,30.1950,318
lithium.kaust.edu.sa,29.3538,359
www.pristionchus.org,29.0656,1905
www.genome.med.kyoto-u.ac.jp,29.0000,8388
jcvi.org,29.0000,460
eco-blast1:8080,29.0000,123
www.hgvd.genome.med.kyoto-u.ac.jp,29.0000,3244
mockler-jbrowse.mocklerlab.org,28.9856,1671
bioinf.mind.meiji.ac.jp,28.9106,4397
192.168.2.79,28.8757,177
medicago.jcvi.org,28.8456,19972
mmodev.sb-roscoff.fr,28.5806,875
denovo.cnag.cat,28.5054,3358
10.34.229.30,28.4628,484
bioinfo.deinfo.uepg.br,28.3284,134
180.208.58.19,28.1118,2030
166.104.77.48,28.0854,246
172.16.10.33:8888,27.5413,303
annotation-prod.scilifelab.se:8080,27.4774,5367
134.245.63.238:8080,27.3568,894
pichiagenome-ext.boku.ac.at,27.2434,834
localhost:5802,27.1243,185
prime-seq.ohsu.edu,27.1142,858
spruce.plantphys.umu.se:8105,27.0000,169
localhost:1234,27.0000,307
127.0.0.1:3000,26.8923,130
sgn-test.sgn.cornell.edu,26.8900,209
dash,26.8738,3899
133.48.62.140,26.7323,564
165.91.108.136,26.6748,123
asparagus.uga.edu,26.4844,514
geisha.arizona.edu,26.0000,14506
134.192.156.78:8080,26.0000,101
172.17.0.2,26.0000,312
localhost:8010,26.0000,431
ceres.snu.ac.kr:9992,26.0000,135
www.cassavagenome.org,25.9402,702
www.jcvi.org,25.8657,1273
sunflowergenome.org,25.4528,1451
aardwolf.bio.indiana.edu:7082,24.8571,287
p00201.genebay.co.jp:8443,24.8051,118
peach.fafu.edu.cn,24.7831,355
192.168.56.102,24.7111,2876
solgenomics.net,24.7009,171750
sgn.cornell.edu,24.6349,1186
www.sgn.cornell.edu,24.6132,3327
www.bioinfocabd.upo.es,24.6092,1044
nike.snu.ac.kr:7776,24.4092,435
localhost:5800,24.3563,334
cr28603.uzbrussel.be:83,24.2857,259
thines-lab.senckenberg.de,24.2187,471
141.244.133.122,24.2139,416
www.solgenomics.net,24.1832,4739
cmdcolin.github.io,24.1091,330
nfingb.leibniz-fli.de,23.9931,1307
portal.vartotal.net,23.9813,214
bicresources.jcbose.ac.in,23.8159,391
weatherby.genetics.utah.edu:8080,23.8000,330
www.actinidia.nz,23.7248,12327
axtell-web.science.psu.edu,23.6890,283
133.28.110.100:8099,23.5556,108
dictybase.org,23.5535,327
webapollo.lepbase.org,23.5355,183
www.actinidia.nz:8080,23.2288,118
vert.fri.uni-lj.si,23.1026,117
iris.angers.inra.fr,23.0252,119
dv-node-02.age.mpg.de:8080,22.8578,225
54.85.2.5,22.7097,3024
147.99.112.52,22.6964,471
ginsengdb.snu.ac.kr,22.6043,369
stripedbass.animalgenome.org,22.5316,190
bf2i300.insa-lyon.fr:8080,22.4966,145
childslab.plantbiology.msu.edu,22.4476,1068
142.3.188.121,22.4299,777
10.0.7.66,22.3023,129
147.99.108.97,22.1767,1443
polebio.lrsv.ups-tlse.fr,22.1560,109
cmb.bnu.edu.cn:8088,22.1502,313
jbrowsedev.com:1337,21.6440,677
133.6.126.90,21.4609,243
132.66.114.84,21.3946,299
158.108.145.118,21.2867,143
galaxy-epi,21.1405,121
192.168.80.21,21.1136,273
collembolomics.nl,21.1053,418
bioinf.eva.mpg.de,20.9959,1691
solgenomics.wur.nl,20.7545,5368
10.234.10.116,20.7534,146
155.253.6.64,20.7264,1506
134.192.156.202:8080,20.6580,348
snipadev.qatar-med.cornell.edu,20.2871,404
www.ab.wur.nl,20.2794,136
symmacmini.local:8080,20.1460,692
tomato-webapollo.sgn.cornell.edu,20.0000,145
asrp.danforthcenter.org,19.9003,762
aspgd.broadinstitute.org,19.8970,2195
bf2i126.insa-lyon.fr:1980,19.6632,193
localhost:8000,19.5428,1216
legumeinfo.org,19.5200,4073
www.scnbase.org,19.4384,219
www.bioinformatics.nl,19.2825,1154
www.immunobase.org,19.0000,5383
bioext02.eva.mpg.de,18.9829,117
10.35.229.18,18.9814,377
maizegametophyte.org,18.9690,548
10.42.0.5:8080,18.8837,817
phylofish.sigenae.org,18.8288,111
beta.immunobase.org,18.5556,1717
141.244.40.114,18.5472,1802
193.166.24.75,18.3438,128
www.peanutbase.org,18.3197,147
bbric-pipelines.toulouse.inra.fr,18.2518,2403
ssl.biomax.de,18.1827,208
peanutbase-stage.agron.iastate.edu,17.9725,109
nioo0025.nioo.int,17.9667,120
betula.biosci.helsinki.fi:8080,17.9340,1288
bioinfo.imtech.res.in,17.9160,357
methusalix.biomax.de:8840,17.7849,172
peanutbase.org,17.7162,3386
ann-nblrrome.tuebingen.mpg.de,17.6344,13490
cornut.org,17.5778,180
localhost:9200,17.5059,253
genseq-h0.science.uva.nl,17.4404,109
jbrowse-hopbase.cgrb.oregonstate.edu,17.4232,768
210.34.81.56,17.3993,303
10.176.253.77,17.2153,209
dnamethylome.org,17.0548,547
galaxy-epi:8086,17.0345,145
marmoset.dna.bio.keio.ac.jp,17.0000,228
seadb.org,17.0000,136
www.seadb.org,17.0000,282
bioinfolab.miamioh.edu,16.9783,1292
nicotiana-webapollo.sgn.cornell.edu,16.9287,1557
jbrowse.igs.umaryland.edu,16.9121,182
localhost:8002,16.7421,159
lotus.au.dk,16.7321,4389
jbrowse-dev.corp.zoetis.com:9080,16.5652,138
dev.jbrowse.southgreen.fr,16.5562,1947
54.40.223.148:8080,16.5357,140
apollo02:8080,16.5000,200
115.145.203.19:8080,16.3952,210
118.159.189.228,16.3733,217
192.168.1.101:8080,16.3486,218
dev.novocraft.com,16.2476,638
cpt.tamu.edu,16.2440,2426
adama.ifr.ibpc.fr,16.0321,156
maize.jcvi.org,16.0000,121
mtb.wadsworth.org,16.0000,393
cas-ie2-apollo.uoregon.edu,15.8363,556
www.biw.kuleuven.be,15.7301,489
dubcovskylab.ucdavis.edu,15.6536,7166
ricebase.org,15.5227,618
shoofly.bdgp.berkeley.edu,15.5036,552
cr28603.uzbrussel.be,15.4915,1524
marmorkrebs.dkfz.de,15.2850,772
www.ashgenome.org,15.1736,242
10.33.106.121,15.1511,225
crispr.technology,15.1206,1807
124.17.27.214,15.1176,119
srv00.recas.ba.infn.it,15.0913,526
crdd.osdd.net,15.0745,161
zed.tacc.utexas.edu,15.0056,180
biocc.hrbmu.edu.cn:82,15.0000,892
chominis-curation.igs.umaryland.edu,15.0000,108
gmod.ncgas.indiana.edu,15.0000,457
combattb.sanbi.ac.za:8080,15.0000,128
172.20.20.16:2227,14.9615,104
134.192.156.42,14.8720,211
hentze2.embl.de,14.8594,192
cosmic.dev.sanger.ac.uk,14.8541,185
cancer.sanger.ac.uk,14.7071,156213
bcrf-chlorella.unl.edu,14.6219,402
tools.genxpro.net,14.5110,1319
imethyl.iwate-megabank.org,14.5080,1374
albiorix.bioenv.gu.se:8080,14.1769,961
pipelines.crrd.mcw.edu,14.0391,128
www.termitegenome.org:8080,14.0000,134
ion.ctegd.uga.edu,13.9478,134
192.168.1.103:8080,13.8850,113
10.93.132.25,13.7911,1345
192.168.99.100,13.7881,118
togodb.kazusa.or.jp,13.7760,317
zoidberg.bi.up.ac.za:8080,13.7700,500
10.10.85.105,13.7595,237
dev.pseudomonas.com,13.7574,136
lis-stage.agron.iastate.edu,13.5540,1269
rapsodyn-is.genouest.org,13.5361,457
genedenovoweb.ticp.net:81,13.3733,525
olympus.unige.ch:8080,13.3498,203
ws.g-language.org,13.3094,278
www.chogenome.org,13.2072,1636
grch37-cancer.sanger.ac.uk,13.1475,15133
192.168.1.203,13.1030,233
thoba.sanbi.ac.za:8080,13.0889,967
dgr.dasmaninstitute.org,13.0000,278
129.130.90.211,12.9750,240
genome.brain-map.org,12.9545,220
bioinfo.tsinghua.edu.cn,12.8875,551
jbrowse-poc.awsv.l.synthgeno.global,12.8851,322
localhost:9000,12.8595,185
jbrowse.ncgas.indiana.edu,12.8251,223
www.lmb.cnptia.embrapa.br,12.7874,701
chogenome.org,12.7861,173
163.26.2.35,12.7409,359
cap.ensemblgenomes.org,12.7050,2651
192.168.56.10:7082,12.6343,391
www.pseudomonas.com,12.5393,1363
115.145.138.237,12.5393,955
140.113.29.227:49998,12.5366,164
133.26.84.80,12.4762,105
test.parasite.wormbase.org,12.4540,163
jbrowse.insilicogen.com,12.3961,712
192.168.1.9,12.3527,241
77.235.253.122:8084,12.1023,176
133.26.84.101,12.0687,233
fungalgenomics.science.uu.nl:8080,12.0596,1074
biol-schen03d.sols.uq.edu.au:8080,12.0193,569
bdg.hfut.edu.cn,12.0000,396
mib.amu.edu.pl,12.0000,155
lbb.cnpae.embrapa.br,11.9885,174
192.168.5.129,11.8929,308
153.150.121.50,11.7763,152
129.15.40.234:7997,11.7466,146
10.88.206.59,11.6632,2779
apollo.sgn.cornell.edu,11.6543,188
128.192.99.108:8080,11.5699,758
86.50.169.181:8080,11.5636,889
localhost:81,11.5517,232
www.gensas.org:8080,11.5500,200
cgr.liv.ac.uk,11.4047,299
gensas.bioinfo.wsu.edu,11.3729,362
songyanglab.sysu.edu.cn,11.2450,706
localhost:8098,11.2394,188
localhost:9090,11.2353,102
iomics.interpretomics.co,11.1754,114
192.168.100.65,11.1458,144
localhost:3000,11.0951,1020
192.168.103.9,11.0787,445
localhost:2000,11.0611,229
kona.nhgri.nih.gov,11.0000,135
research.nhgri.nih.gov,11.0000,297
medicinalplantgenomics.msu.edu,11.0000,2577
www.bowhead-whale.org,11.0000,862
secure.genomenext.net,10.9855,138
pseudomonas.com,10.9634,573
192.168.25.105,10.9450,473
test.sb-roscoff.fr,10.7737,380
coffee-webapollo.sgn.cornell.edu,10.7718,2721
www.echinobase.org,10.6917,21441
localhost:83,10.6021,289
rbp.hgc.jp,10.5699,465
202.127.22.67,10.5608,362
www.phyzen.com,10.5114,176
arusha.nhgri.nih.gov,10.5072,207
momo.lanl.gov,10.5029,171
ced.medisapiens.com,10.4489,626
genome-browser.indiana.edu,10.4429,219
irhs-001,10.3938,650
ibeetle-base.uni-goettingen.de,10.2800,125
192.168.5.82,10.2212,547
sicily.lanl.gov,10.2126,334
iomics-research.interpretomics.co,10.1752,234
x-test.platomics.com:10005,10.1295,139
linux23.iah.ac.uk,10.1146,157
gensas.bioinfo.wsu.edu:8080,10.0515,136
smegmatis.wadsworth.org,10.0000,532
zhoulab5.rccc.ou.edu,10.0000,195
urgi.versailles.inra.fr,10.0000,143
inil-genome.xcoo.jp,10.0000,201
efishgenomics.integrativebiology.msu.edu,9.9771,567
abims.sb-roscoff.fr,9.9115,1605
ec2-52-34-166-222.us-west-2.compute.amazonaws.com,9.8867,203
jbrowse.big.ac.cn,9.8673,211
172.22.15.26,9.8348,351
www.phyzen-lab.com,9.7778,216
aegilops.wheat.ucdavis.edu,9.7645,276
222.200.187.174,9.7543,289
apollo.ppglab.org,9.7226,1139
192.168.1.230:8081,9.6746,252
shigen.nig.ac.jp,9.6624,465
133.26.84.168,9.6263,677
192.168.1.229:8081,9.6214,103
nicotiana.sgn.cornell.edu,9.5930,398
localhost:8092,9.5556,270
10.0.0.253,9.5483,549
192.168.0.67:8085,9.5369,909
192.168.16.55,9.5086,116
10.0.0.91,9.5000,130
192.168.0.100,9.4967,153
lfz043.ust.hk,9.4533,214
musaceae.plantbiology.msu.edu,9.4348,138
ecoevo-db.unit.oist.jp,9.3359,128
compute2.bioinfo.wsu.edu,9.3148,108
ava4.usav1svgend02.ambrygenetics.local,9.2787,445
rcshige3.nig.ac.jp,9.2516,1276
172.20.20.236:8080,9.1887,106
www.homd.org,9.1872,2121
p00201:8443,9.1845,168
192.168.50.14:1338,9.1759,1046
v22.popgenie.org,9.1369,168
triticeaetoolbox.org,9.1211,1362
data.sciapps.org,9.1019,108
172.16.1.36,9.0479,188
www.burkholderia.com,9.0000,238
webapollo.science.uu.nl,9.0000,642
bioinfo.ihb.ac.cn,9.0000,146
192.168.1.5,8.9726,146
bitdev.ent.iastate.edu,8.9657,204
plantgenomics.snu.ac.kr,8.9614,1010
whiteflygenomics.org,8.9343,5872
54.213.96.151,8.8953,401
115.145.138.239:8085,8.8914,2937
192.168.1.115,8.8722,7979
localhost:8090,8.8459,4126
dog.medisapiens.com,8.8139,274
glass.phibred.com:8081,8.8065,4154
csbl.bmb.uga.edu,8.8011,12708
tokyogw.bits.cc,8.7905,783
dna-marker.biocenter.helsinki.fi,8.7780,1770
nina,8.7650,217
218.106.117.181:8714,8.7594,345
172.16.202.2,8.7261,241
216.47.151.240:8080,8.7244,3908
marinegenomics.oist.jp,8.7234,4957
192.168.56.5,8.6146,301
weatherby.genetics.utah.edu,8.5396,593
analysis.preview.archerdx.com,8.5361,498
webapollo.science.uu.nl:8080,8.4777,605
jbrowse-test-1,8.4758,124
spore.ibb.waw.pl,8.4214,159
spore.ibb.waw.pl:8080,8.4078,103
211.69.140.130,8.3742,457
pegasus-bioinfo.angers-nantes.inra.fr,8.3709,914
10.10.10.128,8.3646,181
genoweb.toulouse.inra.fr,8.3607,219
civet.nhgri.nih.gov,8.3497,306
mmodev2:8085,8.3226,465
172.28.1.172:1339,8.2916,878
mmodev2:8080,8.2078,385
headnode,8.1638,470
bugbears.ncbs.res.in,8.1364,132
assay.archerdx.com,8.1194,1440
10.199.99.101,8.0929,936
plantomics.mind.meiji.ac.jp,8.0909,198
apollo.bioinformatics.itb.cnr.it:8080,8.0635,126
192.168.20.99,8.0531,320
apollo.nematodegenomes.org,8.0000,226
jbrowse.jcvi.org,8.0000,143
141.20.62.214,7.9860,143
cuarchp.ucdenver.pvt,7.9624,133
headnode-vbox,7.9581,382
chogenome.am.lilly.com,7.9124,137
nod6,7.8837,129
dnasubway.iplantcollaborative.org,7.8178,785
10.37.0.245,7.8063,191
tgenomebrowser,7.7785,325
54.201.156.29,7.7625,379
54.213.138.252,7.7540,618
docker:8080,7.6899,158
www.interomics.eu,7.6859,277
analysis.archerdx.com,7.6728,10135
jbrowsevar.renlab.org,7.6690,707
172.20.20.240,7.5982,219
ssf-aqg-wsk03,7.5965,285
palm-genome-http.cirad.fr,7.5457,361
www.plabipd.de,7.5115,563
192.168.20.109,7.5081,124
bang,7.4769,2550
pichiagenome.boku.ac.at,7.4701,819
54.201.172.115,7.4509,652
analysis.unlimited.enz.local,7.3974,380
dh135,7.3452,591
genomics.fcav.unesp.br,7.3235,102
192.168.5.61,7.2727,132
192.168.100.62,7.2667,180
archer,7.2636,497
10.22.55.192,7.2430,107
vollbrechtlab.org,7.2206,340
210.218.217.106,7.1936,1715
archer4011ipu.chop.edu,7.1736,1273
archeranalysis-prod,7.1486,148
28.11.141.13,7.1471,170
s-az-archer,7.1169,154
192.64.83.141,7.1154,156
bang.enz.local,7.1127,2360
analysis.caris.archerdx.com,7.1094,128
dgdarcher4.chop.edu,7.0836,299
aquarius.mskcc.org,7.0791,1226
asm08.c01.l.synthgeno.global:8989,7.0409,171
10.22.57.121,7.0366,820
archer407.chop.edu,7.0303,198
10.253.21.69,7.0210,333
192.168.5.57,7.0148,1347
taurus.mskcc.org,7.0131,381
www.genome.arizona.edu,7.0000,977
webblast.ipk-gatersleben.de,7.0000,134
192.168.1.51,7.0000,168
207.162.243.6,7.0000,175
asm-microsvcs01.l.synthgeno.global:8989,7.0000,112
54.200.4.180,6.9429,105
222.195.93.172,6.9295,156
139.165.112.252,6.9153,236
10.37.0.243,6.9094,287
viewer.genomenext.net,6.9027,514
52.34.131.67,6.9022,276
fernbase.org,6.8932,103
192.168.5.105,6.8540,137
52.36.33.8:8443,6.8534,116
10.124.128.172,6.8261,207
adenine.bradley.edu,6.7619,19351
ijgvd.megabank.tohoku.ac.jp,6.6871,2825
0.0.0.0:1337,6.6822,214
210.34.84.49,6.5537,121
172.17.34.21:1002,6.5441,136
130.92.155.151:8085,6.5245,694
knowpulse.usask.ca,6.4813,1949
plmine.mpi-cbg.de:8088,6.4260,4530
rd-jbrowse.app.pmi,6.4222,405
glassdev.phibred.com:8081,6.4079,907
genomes.bioinf.nioo.knaw.nl,6.3953,215
emboss.abc.hu,6.3535,215
133.26.84.82,6.3165,218
192.168.87.125,6.0556,108
139.165.112.30,6.0000,186
seabassgb.sanbi.ac.za,6.0000,134
ccbb.jnu.ac.in,5.9731,557
scicomp-pc-1-1:8088,5.9569,116
chrx:8080,5.9477,172
172.31.7.93,5.8851,148
172.32.67.158:8080,5.8032,188
210.46.85.174:8011,5.7864,529
planmine.mpi-cbg.de:8088,5.7052,9718
scripts-dev.jcvi.org,5.6981,106
localhost:8085,5.6603,624
bioinfo.bas.roche.com:8080,5.6491,114
10.46.33.103:8443,5.5725,676
192.168.56.101,5.5664,1739
10.88.34.207:8443,5.5570,158
rayfin.uoregon.edu,5.5110,227
tesla.pcbi.upenn.edu,5.4815,1084
glassqa.phibred.com:8081,5.4711,121
10.11.16.29,5.4545,297
knowpulse.usask.ca:8082,5.4485,136
bacster.phibred.com,5.4455,826
bioinfo,5.4454,357
78.34.25.102:6143,5.3889,432
cazy212.afmb.local,5.3543,175
192.168.20.19:8002,5.3287,143
kitbase.ucdavis.edu,5.3140,363
10.88.33.44:8443,5.3042,572
